model,ID,kraken_present,cv_fold,logp
ucb_b0,106.0,0.0,1.0,-32.70727872848511
ucb_b0,107.0,0.0,1.0,-35.71425437927246
ucb_b0,108.0,0.0,1.0,-23.417672097682953
ucb_b0,109.0,0.0,1.0,-29.271029472351074
ucb_b0,111.0,0.0,1.0,-46.68144345283508
ucb_b0,112.0,0.0,1.0,-33.371910572052
ucb_b0,113.0,0.0,1.0,-30.67850124835968
ucb_b0,114.0,0.0,1.0,-17.422271013259888
ucb_b0,115.0,0.0,1.0,-37.61645817756653
ucb_b0,116.0,0.0,1.0,-38.38551378250122
ucb_b0,117.0,0.0,1.0,-35.832189202308655
ucb_b0,118.0,0.0,1.0,-37.126040160655975
ucb_b0,119.0,0.0,1.0,-5.7398689687252045
ucb_b0,120.0,0.0,1.0,-31.430906534194946
ucb_b0,121.0,0.0,1.0,-42.054035902023315
ucb_b0,122.0,0.0,1.0,-24.474788695573807
ucb_b0,123.0,0.0,1.0,-15.47405656427145
ucb_b0,124.0,0.0,1.0,-38.61586260795593
ucb_b0,125.0,0.0,1.0,-44.748626470565796
ucb_b0,126.0,0.0,1.0,-25.350692749023438
ucb_b0,128.0,0.0,1.0,-28.275767922401428
ucb_b0,130.0,0.0,1.0,-41.36077332496643
ucb_b0,131.0,0.0,1.0,-0.4640830084681511
ucb_b0,132.0,0.0,1.0,-30.565457224845886
ucb_b0,133.0,0.0,1.0,-53.21940469741821
ucb_b0,134.0,0.0,1.0,-34.838398814201355
ucb_b0,135.0,0.0,1.0,-22.278984904289246
ucb_b0,136.0,0.0,1.0,-10.445642191916704
ucb_b0,137.0,0.0,1.0,-32.76383411884308
ucb_b0,138.0,0.0,1.0,-43.371925950050354
ucb_b0,139.0,0.0,1.0,-58.47692394256592
ucb_b0,140.0,0.0,1.0,-23.16359317302704
ucb_b0,141.0,0.0,1.0,-24.331083059310913
ucb_b0,142.0,0.0,1.0,-38.52494931221008
ucb_b0,143.0,0.0,1.0,-44.27165150642395
ucb_b0,144.0,0.0,1.0,-35.27902889251709
ucb_b0,145.0,0.0,1.0,-42.43039035797119
ucb_b0,146.0,0.0,1.0,-47.05078363418579
ucb_b0,147.0,0.0,1.0,-18.837492167949677
ucb_b0,148.0,0.0,1.0,-4.2579173147678375
ucb_b0,149.0,0.0,1.0,-31.326698303222656
ucb_b0,150.0,0.0,1.0,-31.1269748210907
ucb_b0,151.0,0.0,1.0,-44.22121739387512
ucb_b0,152.0,0.0,1.0,-35.32519793510437
ucb_b0,153.0,0.0,1.0,-9.62440062314272
ucb_b0,154.0,0.0,1.0,-40.76057291030884
ucb_b0,155.0,0.0,1.0,-24.342294096946716
ucb_b0,156.0,0.0,1.0,-33.56457018852234
ucb_b0,158.0,0.0,1.0,-46.57483911514282
ucb_b0,159.0,0.0,1.0,-24.48701846599579
ucb_b0,160.0,0.0,1.0,-33.37429118156433
ucb_b0,161.0,0.0,1.0,-22.708336353302002
ucb_b0,162.0,0.0,1.0,-11.158483654260635
ucb_b0,163.0,0.0,1.0,-48.21238851547241
ucb_b0,165.0,0.0,1.0,-41.47257661819458
ucb_b0,166.0,0.0,1.0,-47.88025736808777
ucb_b0,167.0,0.0,1.0,-41.03298592567444
ucb_b0,168.0,0.0,1.0,-43.035619020462036
ucb_b0,169.0,0.0,1.0,-28.39408838748932
ucb_b0,170.0,0.0,1.0,-32.23413109779358
ucb_b0,171.0,0.0,1.0,-36.2676876783371
ucb_b0,172.0,0.0,1.0,-42.85160207748413
ucb_b0,173.0,0.0,1.0,-39.523106813430786
ucb_b0,174.0,0.0,1.0,-29.676648378372192
ucb_b0,175.0,0.0,1.0,-26.366076827049255
ucb_b0,176.0,0.0,1.0,-38.12775206565857
ucb_b0,177.0,0.0,1.0,-41.62581932544708
ucb_b0,178.0,0.0,1.0,-37.974559009075165
ucb_b0,179.0,0.0,1.0,-31.3104465007782
ucb_b0,180.0,0.0,1.0,-40.13249480724335
ucb_b0,181.0,0.0,1.0,-24.638250589370728
ucb_b0,182.0,0.0,1.0,-33.807435393333435
ucb_b0,183.0,0.0,1.0,-46.468443632125854
ucb_b0,185.0,0.0,1.0,-23.196175932884216
ucb_b0,186.0,0.0,1.0,-34.929404973983765
ucb_b0,187.0,0.0,1.0,-44.388355016708374
ucb_b0,188.0,0.0,1.0,-14.791155278682709
ucb_b0,190.0,0.0,1.0,-33.35294744372368
ucb_b0,191.0,0.0,1.0,-54.512158900499344
ucb_b0,192.0,0.0,1.0,-31.50852596759796
ucb_b0,193.0,0.0,1.0,-24.258685290813446
ucb_b0,195.0,0.0,1.0,-39.8020133972168
ucb_b0,196.0,0.0,1.0,-41.509793281555176
ucb_b0,197.0,0.0,1.0,-24.18037974834442
ucb_b0,198.0,0.0,1.0,-39.602842569351196
ucb_b0,199.0,0.0,1.0,-33.33622223138809
ucb_b0,200.0,0.0,1.0,-19.09968739748001
ucb_b0,201.0,0.0,1.0,-11.997022151947021
ucb_b0,202.0,0.0,1.0,-6.754465490579605
ucb_b0,203.0,0.0,1.0,-33.72398781776428
ucb_b0,204.0,0.0,1.0,-24.920219659805298
ucb_b0,205.0,0.0,1.0,-26.529214948415756
ucb_b0,206.0,0.0,1.0,-51.58809185028076
ucb_b0,207.0,0.0,1.0,-42.44777238368988
ucb_b0,208.0,0.0,1.0,-31.659704267978668
ucb_b0,209.0,0.0,1.0,-48.105010986328125
ucb_b0,210.0,0.0,1.0,-20.9099103808403
ucb_b0,211.0,0.0,1.0,-42.52050590515137
ucb_b0,212.0,0.0,1.0,-22.006645619869232
ucb_b0,213.0,0.0,1.0,-32.47793126106262
ucb_b0,214.0,0.0,1.0,-24.656922340393066
ucb_b0,215.0,0.0,1.0,-34.27416789531708
ucb_b0,216.0,0.0,1.0,-23.692066311836243
ucb_b0,217.0,0.0,1.0,-11.340600904077291
ucb_b0,218.0,0.0,1.0,-33.28634417057037
ucb_b0,219.0,0.0,1.0,-31.710556268692017
ucb_b0,220.0,0.0,1.0,-44.00437068939209
ucb_b0,221.0,0.0,1.0,-23.30113708972931
ucb_b0,222.0,0.0,1.0,-33.26439929008484
ucb_b0,223.0,0.0,1.0,-26.444482803344727
ucb_b0,224.0,0.0,1.0,-38.9034264087677
ucb_b0,225.0,0.0,1.0,-55.67163896560669
ucb_b0,226.0,0.0,1.0,-48.83499526977539
ucb_b0,227.0,0.0,1.0,-26.911763191223145
ucb_b0,228.0,0.0,1.0,-41.638367891311646
ucb_b0,229.0,0.0,1.0,-3.1801838278770447
ucb_b0,230.0,0.0,1.0,-44.24016451835632
ucb_b0,231.0,0.0,1.0,-33.697900742292404
ucb_b0,232.0,0.0,1.0,-42.58662796020508
ucb_b0,233.0,0.0,1.0,-32.268383622169495
ucb_b0,234.0,0.0,1.0,-45.515937089920044
ucb_b0,236.0,0.0,1.0,-41.10508620738983
ucb_b0,237.0,0.0,1.0,-33.08326435089111
ucb_b0,239.0,0.0,1.0,-31.301026821136475
ucb_b0,240.0,0.0,1.0,-29.103204131126404
ucb_b0,241.0,0.0,1.0,-31.806841492652893
ucb_b0,242.0,0.0,1.0,-10.74936157464981
ucb_b0,243.0,0.0,1.0,-27.51750922203064
ucb_b0,244.0,0.0,1.0,-16.826263666152954
ucb_b0,245.0,0.0,1.0,-11.558882415294647
ucb_b0,246.0,0.0,1.0,-24.035005688667297
ucb_b0,247.0,0.0,1.0,-29.66268217563629
ucb_b0,248.0,0.0,1.0,-45.95451211929321
ucb_b0,249.0,0.0,1.0,-35.29777812957764
ucb_b0,250.0,0.0,1.0,-34.74286341667175
ucb_b0,252.0,0.0,1.0,-37.56538689136505
ucb_b0,253.0,0.0,1.0,-14.663809180259705
ucb_b0,254.0,0.0,1.0,-35.88821458816528
ucb_b0,255.0,0.0,1.0,-41.38432967662811
ucb_b0,257.0,0.0,1.0,-54.330960273742676
ucb_b0,258.0,0.0,1.0,-40.5076630115509
ucb_b0,259.0,0.0,1.0,-45.84823167324066
ucb_b0,260.0,0.0,1.0,-35.940997838974
ucb_b0,261.0,0.0,1.0,-6.9942600429058075
ucb_b0,262.0,0.0,1.0,-39.19895076751709
ucb_b0,263.0,0.0,1.0,-27.893627613782883
ucb_b0,264.0,0.0,1.0,-30.77405858039856
ucb_b0,266.0,0.0,1.0,-31.604734659194946
ucb_b0,267.0,0.0,1.0,-34.63896584510803
ucb_b0,268.0,0.0,1.0,-19.371842920780182
ucb_b0,269.0,0.0,1.0,-31.801343321800232
ucb_b0,270.0,0.0,1.0,-25.264769315719604
ucb_b0,271.0,0.0,1.0,-33.08617663383484
ucb_b0,272.0,0.0,1.0,-18.324225122109056
ucb_b0,273.0,0.0,1.0,-45.90261769294739
ucb_b0,274.0,0.0,1.0,-36.67473578453064
ucb_b0,275.0,0.0,1.0,-40.06036019325256
ucb_b0,276.0,0.0,1.0,-30.477904438972473
ucb_b0,277.0,0.0,1.0,-25.01690673828125
ucb_b0,278.0,0.0,1.0,-35.92232036590576
ucb_b0,279.0,0.0,1.0,-15.633935391902924
ucb_b0,280.0,0.0,1.0,-34.33781361579895
ucb_b0,282.0,0.0,1.0,-36.50024724006653
ucb_b0,283.0,0.0,1.0,-25.84269428253174
ucb_b0,284.0,0.0,1.0,-43.0576810836792
ucb_b0,285.0,0.0,1.0,-30.88546448945999
ucb_b0,286.0,0.0,1.0,-27.68449330329895
ucb_b0,287.0,0.0,1.0,-31.128457903862
ucb_b0,288.0,0.0,1.0,-43.266547203063965
ucb_b0,289.0,0.0,1.0,-36.973105788230896
ucb_b0,290.0,0.0,1.0,-42.481072664260864
ucb_b0,291.0,0.0,1.0,-30.285902738571167
ucb_b0,292.0,0.0,1.0,-32.615132570266724
ucb_b0,293.0,0.0,1.0,-19.306996941566467
ucb_b0,294.0,0.0,1.0,-14.842887818813324
ucb_b0,295.0,0.0,1.0,-34.85721576213837
ucb_b0,296.0,0.0,1.0,-48.435659885406494
ucb_b0,297.0,0.0,1.0,-31.90426802635193
ucb_b0,298.0,0.0,1.0,-44.72447490692139
ucb_b0,299.0,0.0,1.0,-40.013911485672
ucb_b0,300.0,0.0,1.0,-22.336583584547043
ucb_b0,301.0,0.0,1.0,-25.469319701194763
ucb_b0,302.0,0.0,1.0,-1.658222183585167
ucb_b0,303.0,0.0,1.0,-43.55183172225952
ucb_b0,304.0,0.0,1.0,-35.0691921710968
ucb_b0,305.0,0.0,1.0,-22.54438865184784
ucb_b0,306.0,0.0,1.0,-27.88607931137085
ucb_b0,307.0,0.0,1.0,-33.49295735359192
ucb_b0,308.0,0.0,1.0,-40.4472177028656
ucb_b0,309.0,0.0,1.0,-30.30682945251465
ucb_b0,310.0,0.0,1.0,-33.98510730266571
ucb_b0,311.0,0.0,1.0,-22.478503167629242
ucb_b0,312.0,0.0,1.0,-29.31257128715515
ucb_b0,313.0,0.0,1.0,-33.52968978881836
ucb_b0,314.0,0.0,1.0,-50.70257878303528
ucb_b0,315.0,0.0,1.0,-28.202384114265442
ucb_b0,316.0,0.0,1.0,-23.482115626335144
ucb_b0,317.0,0.0,1.0,-15.77282178401947
ucb_b0,318.0,0.0,1.0,0.0
ucb_b0,319.0,0.0,1.0,-38.62283515930176
ucb_b0,320.0,0.0,1.0,-41.74986386299133
ucb_b0,321.0,0.0,1.0,-35.40493822097778
ucb_b0,322.0,0.0,1.0,-30.681289315223694
ucb_b0,323.0,0.0,1.0,-33.54909265041351
ucb_b0,324.0,0.0,1.0,-38.84400796890259
ucb_b0,325.0,0.0,1.0,-45.57743835449219
ucb_b0,326.0,0.0,1.0,-38.25827670097351
ucb_b0,327.0,0.0,1.0,-36.53892540931702
ucb_b0,328.0,0.0,1.0,-40.37102568149567
ucb_b0,329.0,0.0,1.0,-29.824423223733902
ucb_b0,330.0,0.0,1.0,-21.16769564151764
ucb_b0,331.0,0.0,1.0,-42.04285788536072
ucb_b0,332.0,0.0,1.0,-50.78589057922363
ucb_b0,333.0,0.0,1.0,-44.21689009666443
ucb_b0,334.0,0.0,1.0,-41.003055810928345
ucb_b0,336.0,0.0,1.0,-7.697574079036713
ucb_b0,337.0,0.0,1.0,-30.32807207107544
ucb_b0,338.0,0.0,1.0,-43.914072036743164
ucb_b0,340.0,0.0,1.0,-38.61568856239319
ucb_b0,341.0,0.0,1.0,-39.294068455696106
ucb_b0,342.0,0.0,1.0,-16.16331136226654
ucb_b0,343.0,0.0,1.0,-27.526095032691956
ucb_b0,344.0,0.0,1.0,-37.71999204158783
ucb_b0,346.0,0.0,1.0,-20.392447471618652
ucb_b0,347.0,0.0,1.0,-31.821467876434326
ucb_b0,348.0,0.0,1.0,-47.33445715904236
ucb_b0,350.0,0.0,1.0,-1.0703231170773506
ucb_b0,351.0,0.0,1.0,-45.313355684280396
ucb_b0,352.0,0.0,1.0,-36.11349105834961
ucb_b0,353.0,0.0,1.0,-39.25829863548279
ucb_b0,354.0,0.0,1.0,-39.49807405471802
ucb_b0,355.0,0.0,1.0,-51.5385160446167
ucb_b0,356.0,0.0,1.0,-25.72839242219925
ucb_b0,357.0,0.0,1.0,-24.230361938476562
ucb_b0,358.0,0.0,1.0,-32.62597870826721
ucb_b0,359.0,0.0,1.0,-10.34004533290863
ucb_b0,361.0,0.0,1.0,-32.27144730091095
ucb_b0,362.0,0.0,1.0,-34.294321179389954
ucb_b0,363.0,0.0,1.0,-43.90125226974487
ucb_b0,364.0,0.0,1.0,-45.41210150718689
ucb_b0,365.0,0.0,1.0,-45.39127707481384
ucb_b0,367.0,0.0,1.0,-39.69030261039734
ucb_b0,368.0,0.0,1.0,-42.45077323913574
ucb_b0,369.0,0.0,1.0,-31.853843092918396
ucb_b0,371.0,0.0,1.0,-38.38443875312805
ucb_b0,372.0,0.0,1.0,-31.413590669631958
ucb_b0,373.0,0.0,1.0,-36.599514961242676
ucb_b0,374.0,0.0,1.0,-41.930551052093506
ucb_b0,375.0,0.0,1.0,-33.72902274131775
ucb_b0,376.0,0.0,1.0,-27.675358593463898
ucb_b0,377.0,0.0,1.0,-39.95165002346039
ucb_b0,378.0,0.0,1.0,-29.602952122688293
ucb_b0,379.0,0.0,1.0,-39.43654930591583
ucb_b0,380.0,0.0,1.0,-30.287811756134033
ucb_b0,381.0,0.0,1.0,-17.386491179466248
ucb_b0,382.0,0.0,1.0,-48.25770902633667
ucb_b0,383.0,0.0,1.0,-11.214798375964165
ucb_b0,384.0,0.0,1.0,-16.517479121685028
ucb_b0,385.0,0.0,1.0,-18.32845914363861
ucb_b0,386.0,0.0,1.0,-37.41272568702698
ucb_b0,387.0,0.0,1.0,-42.53464674949646
ucb_b0,388.0,0.0,1.0,-30.526050329208374
ucb_b0,389.0,0.0,1.0,-43.086912393569946
ucb_b0,390.0,0.0,1.0,-40.02485704421997
ucb_b0,391.0,0.0,1.0,-12.507573291659355
ucb_b0,392.0,0.0,1.0,-12.609045952558517
ucb_b0,393.0,0.0,1.0,-41.3263099193573
ucb_b0,394.0,0.0,1.0,-17.843379259109497
ucb_b0,395.0,0.0,1.0,-1.0177383124828339
ucb_b0,396.0,0.0,1.0,-22.031315684318542
ucb_b0,397.0,0.0,1.0,-20.979744851589203
ucb_b0,398.0,0.0,1.0,-39.170841693878174
ucb_b0,399.0,0.0,1.0,-44.54241323471069
ucb_b0,400.0,0.0,1.0,-42.434202671051025
ucb_b0,401.0,0.0,1.0,-35.317633748054504
ucb_b0,402.0,0.0,1.0,-37.23755073547363
ucb_b0,403.0,0.0,1.0,-43.56790041923523
ucb_b0,404.0,0.0,1.0,-29.283201813697815
ucb_b0,405.0,0.0,1.0,-40.64505577087402
ucb_b0,407.0,0.0,1.0,-33.023658990859985
ucb_b0,408.0,0.0,1.0,-30.48589599132538
ucb_b0,409.0,0.0,1.0,-20.245785772800446
ucb_b0,410.0,0.0,1.0,-46.97006964683533
ucb_b0,412.0,0.0,1.0,-35.392929553985596
ucb_b0,413.0,0.0,1.0,-33.25431340932846
ucb_b0,414.0,0.0,1.0,-49.96961057186127
ucb_b0,415.0,0.0,1.0,-31.165745973587036
ucb_b0,416.0,0.0,1.0,-29.466969847679138
ucb_b0,417.0,0.0,1.0,-49.19355750083923
ucb_b0,418.0,0.0,1.0,-25.13242518901825
ucb_b0,419.0,0.0,1.0,-43.02047920227051
ucb_b0,420.0,0.0,1.0,-32.43816930055618
ucb_b0,421.0,0.0,1.0,-5.244223356246948
ucb_b0,422.0,0.0,1.0,-36.1898934841156
ucb_b0,424.0,0.0,1.0,0.0
ucb_b0,425.0,0.0,1.0,-41.51896142959595
ucb_b0,426.0,0.0,1.0,-30.06559908390045
ucb_b0,428.0,0.0,1.0,-48.72390902042389
ucb_b0,429.0,0.0,1.0,-13.161096632480621
ucb_b0,430.0,0.0,1.0,-23.26928186416626
ucb_b0,431.0,0.0,1.0,-20.086541950702667
ucb_b0,432.0,0.0,1.0,-6.315992653369904
ucb_b0,433.0,0.0,1.0,-21.421005487442017
ucb_b0,434.0,0.0,1.0,-31.47670841217041
ucb_b0,435.0,0.0,1.0,-25.710521340370178
ucb_b0,436.0,0.0,1.0,-40.02911818027496
ucb_b0,437.0,0.0,1.0,-26.20140242576599
ucb_b0,438.0,0.0,1.0,-27.142876505851746
ucb_b0,439.0,0.0,1.0,-31.077490091323853
ucb_b0,440.0,0.0,1.0,-15.240854650735855
ucb_b0,441.0,0.0,1.0,-50.372493624687195
ucb_b0,442.0,0.0,1.0,-0.23257126286625862
ucb_b0,443.0,0.0,1.0,-0.0010002159251598641
ucb_b0,444.0,0.0,1.0,-38.101521253585815
ucb_b0,445.0,0.0,1.0,-32.688138008117676
ucb_b0,446.0,0.0,1.0,-21.023654520511627
ucb_b0,447.0,0.0,1.0,-12.93547859787941
ucb_b0,448.0,0.0,1.0,-25.03475058078766
ucb_b0,449.0,0.0,1.0,-47.795315742492676
ucb_b0,450.0,0.0,1.0,-46.52073669433594
ucb_b0,451.0,0.0,1.0,-21.116748929023743
ucb_b0,452.0,0.0,1.0,-20.538194745779037
ucb_b0,453.0,0.0,1.0,-45.05251669883728
ucb_b0,454.0,0.0,1.0,-24.321610689163208
ucb_b0,455.0,0.0,1.0,-24.345710515975952
ucb_b0,456.0,0.0,1.0,-38.52113175392151
ucb_b0,457.0,0.0,1.0,-35.72275006771088
ucb_b0,458.0,0.0,1.0,-32.61916422843933
ucb_b0,459.0,0.0,1.0,-28.45377540588379
ucb_b0,460.0,0.0,1.0,-21.017847299575806
ucb_b0,461.0,0.0,1.0,-19.50892624258995
ucb_b0,462.0,0.0,1.0,-17.052973687648773
ucb_b0,463.0,0.0,1.0,-21.959747195243835
ucb_b0,464.0,0.0,1.0,-33.588316202163696
ucb_b0,465.0,0.0,1.0,-24.226295121014118
ucb_b0,466.0,0.0,1.0,-36.63924241065979
ucb_b0,467.0,0.0,1.0,-15.187599539756775
ucb_b0,468.0,0.0,1.0,-0.21564343571662903
ucb_b0,469.0,0.0,1.0,-25.14204716682434
ucb_b0,470.0,0.0,1.0,-39.896116733551025
ucb_b0,471.0,0.0,1.0,-27.022376477718353
ucb_b0,472.0,0.0,1.0,-25.73337185382843
ucb_b0,473.0,0.0,1.0,-41.625954389572144
ucb_b0,474.0,0.0,1.0,-40.63989853858948
ucb_b0,475.0,0.0,1.0,-39.543915033340454
ucb_b0,476.0,0.0,1.0,-10.226295750588179
ucb_b0,477.0,0.0,1.0,-32.6459059715271
ucb_b0,478.0,0.0,1.0,-40.68276810646057
ucb_b0,479.0,0.0,1.0,-26.280219554901123
ucb_b0,480.0,0.0,1.0,-41.105589151382446
ucb_b0,481.0,0.0,1.0,0.0
ucb_b0,482.0,0.0,1.0,-22.18948405981064
ucb_b0,483.0,0.0,1.0,-37.126216769218445
ucb_b0,484.0,0.0,1.0,-18.960359692573547
ucb_b0,485.0,0.0,1.0,-43.450021743774414
ucb_b0,486.0,0.0,1.0,-43.633344411849976
ucb_b0,487.0,0.0,1.0,-47.94002914428711
ucb_b0,488.0,0.0,1.0,-32.08454871177673
ucb_b0,490.0,0.0,1.0,-22.755219221115112
ucb_b0,491.0,0.0,1.0,-1.4173513501882553
ucb_b0,492.0,0.0,1.0,-27.253509521484375
ucb_b0,493.0,0.0,1.0,-31.103264331817627
ucb_b0,494.0,0.0,1.0,-27.897685050964355
ucb_b0,495.0,0.0,1.0,-8.474998652935028
ucb_b0,496.0,0.0,1.0,-23.892200708389282
random,1.0,0.0,1.0,-47.95790672302246
random,2.0,0.0,1.0,-47.95790672302246
random,3.0,0.0,1.0,-47.95790672302246
random,4.0,0.0,1.0,-47.95790672302246
random,5.0,0.0,1.0,-47.95790672302246
random,6.0,0.0,1.0,-47.95790672302246
random,7.0,0.0,1.0,-47.95790672302246
random,8.0,0.0,1.0,-47.95790672302246
random,9.0,0.0,1.0,-47.95790672302246
random,10.0,0.0,1.0,-47.95790672302246
random,11.0,0.0,1.0,-47.95790672302246
random,12.0,0.0,1.0,-47.95790672302246
random,13.0,0.0,1.0,-47.95790672302246
random,14.0,0.0,1.0,-47.95790672302246
random,15.0,0.0,1.0,-47.95790672302246
random,16.0,0.0,1.0,-47.95790672302246
random,17.0,0.0,1.0,-47.95790672302246
random,18.0,0.0,1.0,-47.95790672302246
random,19.0,0.0,1.0,-47.95790672302246
random,20.0,0.0,1.0,-47.95790672302246
random,21.0,0.0,1.0,-47.95790672302246
random,22.0,0.0,1.0,-47.95790672302246
random,23.0,0.0,1.0,-47.95790672302246
random,24.0,0.0,1.0,-47.95790672302246
random,25.0,0.0,1.0,-47.95790672302246
random,26.0,0.0,1.0,-47.95790672302246
random,27.0,0.0,1.0,-47.95790672302246
random,28.0,0.0,1.0,-47.95790672302246
random,29.0,0.0,1.0,-47.95790672302246
random,30.0,0.0,1.0,-47.95790672302246
random,32.0,0.0,1.0,-47.95790672302246
random,33.0,0.0,1.0,-47.95790672302246
random,34.0,0.0,1.0,-47.95790672302246
random,35.0,0.0,1.0,-47.95790672302246
random,36.0,0.0,1.0,-47.95790672302246
random,37.0,0.0,1.0,-47.95790672302246
random,38.0,0.0,1.0,-47.95790672302246
random,39.0,0.0,1.0,-47.95790672302246
random,40.0,0.0,1.0,-47.95790672302246
random,41.0,0.0,1.0,-47.95790672302246
random,42.0,0.0,1.0,-47.95790672302246
random,43.0,0.0,1.0,-47.95790672302246
random,45.0,0.0,1.0,-47.95790672302246
random,46.0,0.0,1.0,-47.95790672302246
random,47.0,0.0,1.0,-47.95790672302246
random,48.0,0.0,1.0,-47.95790672302246
random,49.0,0.0,1.0,-47.95790672302246
random,50.0,0.0,1.0,-47.95790672302246
random,51.0,0.0,1.0,-47.95790672302246
random,52.0,0.0,1.0,0.0
random,53.0,0.0,1.0,-47.95790672302246
random,54.0,0.0,1.0,-47.95790672302246
random,55.0,0.0,1.0,-47.95790672302246
random,56.0,0.0,1.0,-47.95790672302246
random,58.0,0.0,1.0,-47.95790672302246
random,59.0,0.0,1.0,-47.95790672302246
random,60.0,0.0,1.0,-47.95790672302246
random,61.0,0.0,1.0,-47.95790672302246
random,64.0,0.0,1.0,-47.95790672302246
random,65.0,0.0,1.0,-47.95790672302246
random,66.0,0.0,1.0,-47.95790672302246
random,67.0,0.0,1.0,-47.95790672302246
random,68.0,0.0,1.0,-47.95790672302246
random,69.0,0.0,1.0,-47.95790672302246
random,70.0,0.0,1.0,-47.95790672302246
random,71.0,0.0,1.0,-47.95790672302246
random,72.0,0.0,1.0,-47.95790672302246
random,73.0,0.0,1.0,-47.95790672302246
random,74.0,0.0,1.0,-47.95790672302246
random,75.0,0.0,1.0,-47.95790672302246
random,76.0,0.0,1.0,-47.95790672302246
random,77.0,0.0,1.0,-47.95790672302246
random,78.0,0.0,1.0,-47.95790672302246
random,79.0,0.0,1.0,-47.95790672302246
random,80.0,0.0,1.0,-47.95790672302246
random,81.0,0.0,1.0,-47.95790672302246
random,82.0,0.0,1.0,-47.95790672302246
random,83.0,0.0,1.0,-47.95790672302246
random,84.0,0.0,1.0,-47.95790672302246
random,85.0,0.0,1.0,-47.95790672302246
random,87.0,0.0,1.0,-47.95790672302246
random,88.0,0.0,1.0,-47.95790672302246
random,89.0,0.0,1.0,-47.95790672302246
random,90.0,0.0,1.0,-47.95790672302246
random,91.0,0.0,1.0,-47.95790672302246
random,92.0,0.0,1.0,-47.95790672302246
random,93.0,0.0,1.0,-47.95790672302246
random,94.0,0.0,1.0,-47.95790672302246
random,95.0,0.0,1.0,-47.95790672302246
random,96.0,0.0,1.0,-47.95790672302246
random,98.0,0.0,1.0,-47.95790672302246
random,99.0,0.0,1.0,-47.95790672302246
random,101.0,0.0,1.0,-47.95790672302246
random,102.0,0.0,1.0,-47.95790672302246
random,103.0,0.0,1.0,-47.95790672302246
random,104.0,0.0,1.0,-47.95790672302246
random,105.0,0.0,1.0,-47.95790672302246
random,106.0,0.0,1.0,-47.95790672302246
random,107.0,0.0,1.0,-47.95790672302246
random,108.0,0.0,1.0,-47.95790672302246
random,109.0,0.0,1.0,-47.95790672302246
random,111.0,0.0,1.0,-47.95790672302246
random,112.0,0.0,1.0,-47.95790672302246
random,113.0,0.0,1.0,-47.95790672302246
random,114.0,0.0,1.0,-47.95790672302246
random,115.0,0.0,1.0,-47.95790672302246
random,116.0,0.0,1.0,-47.95790672302246
random,117.0,0.0,1.0,-47.95790672302246
random,118.0,0.0,1.0,-47.95790672302246
random,119.0,0.0,1.0,-47.95790672302246
random,120.0,0.0,1.0,-47.95790672302246
random,121.0,0.0,1.0,-47.95790672302246
random,122.0,0.0,1.0,-47.95790672302246
random,123.0,0.0,1.0,-47.95790672302246
random,124.0,0.0,1.0,-47.95790672302246
random,125.0,0.0,1.0,-47.95790672302246
random,126.0,0.0,1.0,-47.95790672302246
random,128.0,0.0,1.0,-47.95790672302246
random,130.0,0.0,1.0,-47.95790672302246
random,131.0,0.0,1.0,-47.95790672302246
random,132.0,0.0,1.0,-47.95790672302246
random,133.0,0.0,1.0,-47.95790672302246
random,134.0,0.0,1.0,-47.95790672302246
random,135.0,0.0,1.0,-47.95790672302246
random,136.0,0.0,1.0,-47.95790672302246
random,137.0,0.0,1.0,-47.95790672302246
random,138.0,0.0,1.0,-47.95790672302246
random,139.0,0.0,1.0,-47.95790672302246
random,140.0,0.0,1.0,-47.95790672302246
random,141.0,0.0,1.0,-47.95790672302246
random,142.0,0.0,1.0,-47.95790672302246
random,143.0,0.0,1.0,-47.95790672302246
random,144.0,0.0,1.0,-47.95790672302246
random,145.0,0.0,1.0,-47.95790672302246
random,146.0,0.0,1.0,-47.95790672302246
random,147.0,0.0,1.0,-47.95790672302246
random,148.0,0.0,1.0,-47.95790672302246
random,149.0,0.0,1.0,-47.95790672302246
random,150.0,0.0,1.0,-47.95790672302246
random,151.0,0.0,1.0,-47.95790672302246
random,152.0,0.0,1.0,-47.95790672302246
random,153.0,0.0,1.0,-47.95790672302246
random,154.0,0.0,1.0,-47.95790672302246
random,155.0,0.0,1.0,-47.95790672302246
random,156.0,0.0,1.0,-47.95790672302246
random,158.0,0.0,1.0,-47.95790672302246
random,159.0,0.0,1.0,-47.95790672302246
random,160.0,0.0,1.0,-47.95790672302246
random,161.0,0.0,1.0,-47.95790672302246
random,162.0,0.0,1.0,-47.95790672302246
random,163.0,0.0,1.0,-47.95790672302246
random,165.0,0.0,1.0,-47.95790672302246
random,166.0,0.0,1.0,-47.95790672302246
random,167.0,0.0,1.0,-47.95790672302246
random,168.0,0.0,1.0,-47.95790672302246
random,169.0,0.0,1.0,-47.95790672302246
random,170.0,0.0,1.0,-47.95790672302246
random,171.0,0.0,1.0,-47.95790672302246
random,172.0,0.0,1.0,-47.95790672302246
random,173.0,0.0,1.0,-47.95790672302246
random,174.0,0.0,1.0,-47.95790672302246
random,175.0,0.0,1.0,-47.95790672302246
random,176.0,0.0,1.0,-47.95790672302246
random,177.0,0.0,1.0,-47.95790672302246
