model,ID,kraken_present,cv_fold,logp
ucb_lcb_n,361.0,0.0,0.0,-22.55725085735321
ucb_lcb_n,362.0,0.0,0.0,-24.057159662246704
ucb_lcb_n,363.0,0.0,0.0,-17.746498942375183
ucb_lcb_n,364.0,0.0,0.0,-71.86076402664185
ucb_lcb_n,365.0,0.0,0.0,-30.90195119380951
ucb_lcb_n,367.0,0.0,0.0,-19.926218047738075
ucb_lcb_n,368.0,0.0,0.0,-39.204205214977264
ucb_lcb_n,369.0,0.0,0.0,-28.573805570602417
ucb_lcb_n,371.0,0.0,0.0,-29.709882259368896
ucb_lcb_n,372.0,0.0,0.0,-44.89595675468445
ucb_lcb_n,373.0,0.0,0.0,-36.75833177566528
ucb_lcb_n,374.0,0.0,0.0,-59.53436017036438
ucb_lcb_n,375.0,0.0,0.0,-46.3123836517334
ucb_lcb_n,376.0,0.0,0.0,-19.385380029678345
ucb_lcb_n,377.0,0.0,0.0,-24.36775928735733
ucb_lcb_n,378.0,0.0,0.0,-51.807405948638916
ucb_lcb_n,379.0,0.0,0.0,-32.9614075422287
ucb_lcb_n,380.0,0.0,0.0,-25.786102950572968
ucb_lcb_n,381.0,0.0,0.0,-30.583396911621094
ucb_lcb_n,382.0,0.0,0.0,-48.43063402175903
ucb_lcb_n,383.0,0.0,0.0,-0.004731886030640453
ucb_lcb_n,384.0,0.0,0.0,-30.07494568824768
ucb_lcb_n,385.0,0.0,0.0,-15.610026180744171
ucb_lcb_n,386.0,0.0,0.0,-39.68656849861145
ucb_lcb_n,387.0,0.0,0.0,-40.04923605918884
ucb_lcb_n,388.0,0.0,0.0,-17.55910873413086
ucb_lcb_n,389.0,0.0,0.0,-34.757325410842896
ucb_lcb_n,390.0,0.0,0.0,-38.98377013206482
ucb_lcb_n,391.0,0.0,0.0,-14.635165601968765
ucb_lcb_n,392.0,0.0,0.0,-27.368005633354187
ucb_lcb_n,393.0,0.0,0.0,-32.16635048389435
ucb_lcb_n,394.0,0.0,0.0,-24.215957939624786
ucb_lcb_n,395.0,0.0,0.0,-25.756314128637314
ucb_lcb_n,396.0,0.0,0.0,-51.730446100234985
ucb_lcb_n,397.0,0.0,0.0,-20.324914932250977
ucb_lcb_n,398.0,0.0,0.0,-22.09881615638733
ucb_lcb_n,399.0,0.0,0.0,-33.83720564842224
ucb_lcb_n,400.0,0.0,0.0,-32.02976632118225
ucb_lcb_n,401.0,0.0,0.0,-30.642831206321716
ucb_lcb_n,402.0,0.0,0.0,-23.499978065490723
ucb_lcb_n,403.0,0.0,0.0,-36.51990449428558
ucb_lcb_n,404.0,0.0,0.0,-11.35015545412898
ucb_lcb_n,405.0,0.0,0.0,-13.827938243746758
ucb_lcb_n,407.0,0.0,0.0,-69.0012674331665
ucb_lcb_n,408.0,0.0,0.0,-25.835529327392578
ucb_lcb_n,409.0,0.0,0.0,-8.430009573698044
ucb_lcb_n,410.0,0.0,0.0,-30.777759313583374
ucb_lcb_n,412.0,0.0,0.0,-40.25796639919281
ucb_lcb_n,413.0,0.0,0.0,-36.16629385948181
ucb_lcb_n,414.0,0.0,0.0,-27.88715323805809
