ID,kraken_present,ls,beta,tau
1,0,0.6555876135826111,0.3814428746700287,0.015976430848240852
2,0,0.9301531314849854,0.2817366123199463,0.03760041296482086
3,0,1.1133036613464355,0.06377021968364716,0.0230572372674942
4,0,1.3141547441482544,0.29730960726737976,0.07553815096616745
5,0,1.047257900238037,0.046306803822517395,0.03704623505473137
6,0,1.3952200412750244,0.020504401996731758,0.04186343029141426
7,0,1.3077099323272705,0.09312690049409866,0.021060455590486526
8,0,1.417815923690796,0.0330081433057785,0.02541309781372547
9,0,1.9139318466186523,0.1300199031829834,0.031195012852549553
10,0,0.6953765153884888,0.24072906374931335,0.07424263656139374
11,0,1.2251869440078735,0.3095215857028961,0.03140364587306976
12,0,0.7628780007362366,0.3726371228694916,0.022539233788847923
13,0,1.7244386672973633,0.06260616332292557,0.036052629351615906
14,0,1.309849500656128,0.06204891577363014,0.030032886192202568
15,0,1.2675212621688843,0.03936190903186798,0.045915406197309494
16,0,0.8894032835960388,0.13271009922027588,0.050604429095983505
17,0,0.7554892897605896,0.041825246065855026,0.030500562861561775
18,0,1.4292430877685547,0.11414815485477448,0.03618987277150154
19,0,1.328607201576233,0.3254227936267853,0.02317824587225914
20,0,0.9621407985687256,0.10506419092416763,0.035995569080114365
21,0,2.006274700164795,0.06651294231414795,0.03567970171570778
22,0,1.3150229454040527,0.03740750253200531,0.035392411053180695
23,0,1.301478624343872,0.039570264518260956,0.053056295961141586
24,0,2.1708195209503174,-0.05077698454260826,0.028012612834572792
25,0,1.520150899887085,-0.24265329539775848,0.07963981479406357
26,0,1.3229610919952393,0.04496343433856964,0.03270680084824562
27,0,0.8975106477737427,0.0669955238699913,0.036808572709560394
28,0,1.2446343898773193,-0.003380725160241127,0.027001887559890747
29,0,1.6216691732406616,0.05191667005419731,0.02010411024093628
30,0,1.2940049171447754,0.35186150670051575,0.02317706122994423
32,0,1.0349518060684204,0.311691015958786,0.028044568374753
33,0,1.0824487209320068,0.07334362715482712,0.03756631538271904
34,0,1.227347731590271,0.04525238648056984,0.012434023432433605
35,0,0.8964356780052185,0.0463334396481514,0.025390686467289925
36,0,2.164912223815918,-0.01283205859363079,0.04742484912276268
37,0,0.9498544931411743,0.3042002320289612,0.021262915804982185
38,0,1.1790039539337158,-0.011060168035328388,0.029992472380399704
39,0,1.1622411012649536,0.08859896659851074,0.03633646294474602
40,0,1.003013014793396,0.2989458441734314,0.021736156195402145
41,0,0.9701331257820129,0.056760769337415695,0.02030142769217491
42,0,0.7775996327400208,0.07696588337421417,0.024958249181509018
43,0,1.7124354839324951,-0.051224566996097565,0.034261882305145264
45,0,1.3919068574905396,0.14793020486831665,0.036509718745946884
46,0,0.8365728855133057,0.11708355695009232,0.020578300580382347
47,0,0.9657317996025085,0.28821060061454773,0.024230685085058212
48,0,0.7938909530639648,0.34579411149024963,0.02779567614197731
49,0,0.8247753381729126,0.0429009348154068,0.050677355378866196
50,0,0.9728269577026367,0.3325357735157013,0.043286994099617004
51,0,1.3035833835601807,0.061629023402929306,0.03867657110095024
52,0,1.6819871664047241,0.251178503036499,0.042311377823352814
53,0,1.7316523790359497,0.02714824490249157,0.03574923425912857
54,0,1.1824100017547607,0.20029950141906738,0.025421662256121635
55,0,0.7277592420578003,0.2824469804763794,0.029833799228072166
56,0,0.8350159525871277,0.3763229250907898,0.021927492693066597
58,0,0.821824848651886,0.13525205850601196,0.030344856902956963
59,0,0.7309302687644958,0.1483049839735031,0.0455872043967247
60,0,0.9937996864318848,0.3390829265117645,0.04208891838788986
61,0,1.1588116884231567,0.10838247090578079,0.04397604614496231
64,0,1.4877132177352905,0.29944172501564026,0.03409668430685997
65,0,1.891264796257019,-0.05203718692064285,0.0428071990609169
66,0,1.1634212732315063,0.07716058194637299,0.021846866235136986
67,0,1.435705542564392,0.17871001362800598,0.015676237642765045
68,0,1.52204430103302,0.06643541157245636,0.0393008291721344
