ID,cond,tp,ls,beta,tau
1,0,0,0.8819282650947571,0.9809973239898682,0.14256791770458221
1,0,1,1.4370191097259521,0.19431640207767487,0.10865690559148788
8,1,0,1.785688877105713,-0.020302843302488327,0.05235537141561508
8,1,1,1.5930242538452148,0.10949016362428665,0.0638480857014656
9,1,0,0.6347445845603943,0.7750856876373291,0.06387430429458618
9,1,1,0.9239017367362976,0.2791547179222107,0.10436759889125824
10,1,0,2.243342399597168,-0.12793278694152832,0.09787994623184204
10,1,1,1.1541486978530884,-0.24656884372234344,0.02891177497804165
13,1,0,0.7828491926193237,0.7031105756759644,0.09481008350849152
13,1,1,0.4300552010536194,0.27688923478126526,0.017487596720457077
14,1,0,1.0240967273712158,0.395355224609375,0.08807045221328735
14,1,1,0.679876446723938,0.2186623513698578,0.0783565565943718
15,0,0,1.4258462190628052,0.7633787989616394,0.058011140674352646
15,0,1,1.5385007858276367,0.1630224883556366,0.06897333264350891
16,1,0,0.5068458318710327,0.8419636487960815,0.04176212102174759
16,1,1,0.5772269368171692,0.35245680809020996,0.0898883044719696
18,1,0,1.3532218933105469,0.1307227462530136,0.05962122976779938
18,1,1,1.49576997756958,0.11244820803403854,0.06296678632497787
19,0,0,0.7432314157485962,1.4907195568084717,0.07081341743469238
19,0,1,1.2759227752685547,1.2374439239501953,0.07283300161361694
20,0,0,0.8770491480827332,0.6404423117637634,0.145970419049263
20,0,1,0.8748317956924438,-3.695964778671623e-06,0.032046057283878326
22,0,0,1.4414829015731812,-0.020996548235416412,0.17224030196666718
22,0,1,1.5440165996551514,0.27491703629493713,0.06373047083616257
24,0,0,1.567642331123352,-0.23342031240463257,0.12239369750022888
24,0,1,1.3073526620864868,-0.06546047329902649,0.02756619080901146
26,1,0,1.0718013048171997,0.7528817057609558,0.0842185989022255
26,1,1,1.8644657135009766,0.13704577088356018,0.06297106295824051
27,0,0,1.3458583354949951,0.07391271740198135,0.020235341042280197
27,0,1,1.823371410369873,0.027754582464694977,0.01992565207183361
29,1,0,1.2957466840744019,0.48300135135650635,0.08099447190761566
29,1,1,1.3134722709655762,0.24977967143058777,0.046703413128852844
30,0,0,1.0254459381103516,-0.19654197990894318,0.08663786202669144
30,0,1,0.8956590294837952,0.2536720633506775,0.0559069998562336
32,0,0,0.7954180836677551,0.3051113784313202,0.049272309988737106
32,0,1,1.0450317859649658,0.5560755729675293,0.08593972772359848
33,1,0,0.9600887894630432,0.652344822883606,0.04663105681538582
33,1,1,1.3379203081130981,0.2734130322933197,0.03891872242093086
34,1,0,1.099545955657959,-0.5539078712463379,0.050098638981580734
34,1,1,1.1544996500015259,-0.2406630516052246,0.02779899723827839
35,1,0,0.7465447783470154,0.713021993637085,0.09608757495880127
35,1,1,0.7680473923683167,0.1205061599612236,0.025067800655961037
36,1,0,1.5886430740356445,0.1139020249247551,0.06319839507341385
36,1,1,1.4227830171585083,0.18108989298343658,0.06777986884117126
38,1,0,0.8350749015808105,0.8060877919197083,0.03345814719796181
38,1,1,1.1268784999847412,0.035581592470407486,0.030955996364355087
40,1,0,0.8128265738487244,0.7105400562286377,0.09477005898952484
40,1,1,1.4776763916015625,-0.031074034050107002,0.061388298869132996
41,1,0,1.2773454189300537,0.19853946566581726,0.06606496870517731
41,1,1,1.4968937635421753,0.19961339235305786,0.05307077616453171
42,1,0,1.396376609802246,-0.05349210649728775,0.06339643895626068
42,1,1,1.25473952293396,0.049659308046102524,0.04197376221418381
43,1,0,0.8295663595199585,0.728596568107605,0.1248059868812561
43,1,1,0.9557165503501892,0.28027087450027466,0.16012120246887207
44,1,0,0.6332675814628601,0.6519346833229065,0.04625597596168518
44,1,1,0.992128849029541,0.3389505445957184,0.11666543781757355
46,0,0,1.7785212993621826,-0.027114911004900932,0.02492767944931984
46,0,1,1.0220619440078735,0.09364260733127594,0.04349548742175102
47,1,0,0.9055396318435669,0.16444192826747894,0.029180210083723068
47,1,1,1.225867748260498,0.20967549085617065,0.026947250589728355
48,0,0,1.0706799030303955,0.20480982959270477,0.042247530072927475
48,0,1,1.3661175966262817,0.15404093265533447,0.03389272093772888
51,0,0,1.1281414031982422,0.603964626789093,0.14085617661476135
51,0,1,0.6901604533195496,0.7438784837722778,0.09153685718774796
52,0,0,0.7723492980003357,0.25142306089401245,0.07610941678285599
52,0,1,0.8299712538719177,0.5764116644859314,0.14484615623950958
53,0,0,1.1600124835968018,0.0672135055065155,0.06703440845012665
53,0,1,1.0030709505081177,0.33185291290283203,0.05822117254137993
54,1,0,1.1438709497451782,0.7346978783607483,0.10972210764884949
54,1,1,1.3536145687103271,0.17038576304912567,0.08121994882822037
55,0,0,1.7631951570510864,0.4642047584056854,0.1216457262635231
55,0,1,1.8975435495376587,0.46456271409988403,0.10389633476734161
56,0,0,1.0663139820098877,0.7750985622406006,0.058801066130399704
56,0,1,1.2255198955535889,0.5913404226303101,0.05234813317656517
57,0,0,1.1756229400634766,0.8160513043403625,0.076734758913517
57,0,1,0.8207608461380005,1.241029143333435,0.06041521206498146
58,1,0,1.4315152168273926,0.6451582908630371,0.07295474410057068
58,1,1,1.6578792333602905,0.08859334141016006,0.03260575234889984
59,0,0,1.4834709167480469,0.19053436815738678,0.048843156546354294
59,0,1,0.7780093550682068,0.6934613585472107,0.05698290839791298
60,0,0,0.8730435371398926,1.4777404069900513,0.12488604336977005
60,0,1,0.9972984194755554,1.1308197975158691,0.13884688913822174
61,0,0,1.2374365329742432,0.045466843992471695,0.02620004490017891
61,0,1,1.1237975358963013,0.038092080503702164,0.03315144404768944
62,0,0,1.5684304237365723,-0.0982547253370285,0.12268607318401337
62,0,1,1.1256308555603027,0.928584635257721,0.09334149211645126
63,0,0,1.679571270942688,0.3874618113040924,0.21723602712154388
63,0,1,1.35956871509552,0.5873342752456665,0.14814899861812592
67,1,0,0.9082924723625183,0.8074133396148682,0.10923190414905548
67,1,1,1.3130724430084229,0.43342673778533936,0.07169187813997269
69,1,0,1.0471489429473877,1.303526520729065,0.04728331416845322
69,1,1,1.3168246746063232,0.2976701557636261,0.1602659523487091
71,0,0,1.6559836864471436,-0.06595566123723984,0.04631158336997032
71,0,1,1.6866708993911743,0.024188332259655,0.01661551371216774
72,1,0,0.5765460133552551,1.5744527578353882,0.0536433644592762
72,1,1,1.102891445159912,0.5385195016860962,0.09838398545980453
74,1,0,1.1795510053634644,-0.11124057322740555,0.10235124826431274
74,1,1,1.0327134132385254,-0.043428875505924225,0.05538520961999893
75,0,0,1.0946213006973267,0.08275602012872696,0.08929301053285599
75,0,1,1.7309815883636475,-0.013150104321539402,0.07798853516578674
76,1,0,1.1962776184082031,-0.2966034710407257,0.08589638769626617
76,1,1,1.5883606672286987,0.01797492243349552,0.011326286010444164
78,1,0,0.7829927802085876,0.8198777437210083,0.031733229756355286
78,1,1,0.8671289682388306,0.05852123722434044,0.017854364588856697
79,0,0,1.545090913772583,0.069173663854599,0.02871600352227688
79,0,1,1.356743574142456,0.1855006217956543,0.04303679242730141
80,0,0,0.8868414163589478,1.4184603691101074,0.11504451185464859
80,0,1,1.212227702140808,0.530547559261322,0.15045233070850372
81,1,0,1.122744083404541,0.24155718088150024,0.05501188337802887
81,1,1,1.1833248138427734,0.42988842725753784,0.20076468586921692
82,0,0,0.5159851908683777,1.6443819999694824,0.04156677797436714
82,0,1,0.7782997488975525,1.0849965810775757,0.09256989508867264
83,0,0,1.2941851615905762,0.2659784257411957,0.044449880719184875
83,0,1,1.3218656778335571,0.2362031787633896,0.03947098180651665
85,0,0,1.0501630306243896,-0.008271029219031334,0.12859034538269043
85,0,1,1.2160382270812988,0.5046185851097107,0.12519188225269318
86,0,0,1.1616038084030151,-0.49605876207351685,0.05316457152366638
86,0,1,1.2374767065048218,-0.42065757513046265,0.039874084293842316
90,1,0,0.8660194277763367,1.4829390048980713,0.06523159146308899
90,1,1,1.0058377981185913,0.9255446791648865,0.1635182499885559
91,0,0,0.8585284948348999,0.4951779246330261,0.06052766367793083
91,0,1,1.0990123748779297,0.32577186822891235,0.07075665146112442
92,1,0,1.3328065872192383,0.23922917246818542,0.044162359088659286
92,1,1,1.6174033880233765,0.17974525690078735,0.022125987336039543
93,0,0,1.180199384689331,0.37386247515678406,0.05663309618830681
93,0,1,1.318395972251892,0.22436277568340302,0.052084941416978836
94,1,0,1.5577833652496338,0.08954358845949173,0.039986010640859604
94,1,1,1.3237664699554443,0.06106802448630333,0.023964695632457733
95,1,0,0.9087233543395996,-0.02778751589357853,0.06865724176168442
95,1,1,1.1298962831497192,-0.23260988295078278,0.030209854245185852
96,1,0,1.0177552700042725,1.096301794052124,0.03951422870159149
96,1,1,1.081228256225586,0.36015620827674866,0.030927222222089767
100,0,0,0.9040484428405762,0.10996505618095398,0.021822594106197357
100,0,1,1.525039792060852,0.032852206379175186,0.021636778488755226
102,1,0,0.49962422251701355,1.4473129510879517,0.03062894567847252
102,1,1,0.941160261631012,0.30436500906944275,0.12438908219337463
103,0,0,1.4063165187835693,0.04680754616856575,0.0281891580671072
103,0,1,1.5447787046432495,0.03799518197774887,0.015872009098529816
104,0,0,1.6394401788711548,0.10737240314483643,0.0676129013299942
104,0,1,1.3537591695785522,0.21993693709373474,0.05030976980924606
105,0,0,1.3600105047225952,0.28004857897758484,0.04234641417860985
105,0,1,1.3926136493682861,0.19869057834148407,0.04013520106673241
106,1,0,1.2595722675323486,0.7934671640396118,0.14820918440818787
106,1,1,1.4393121004104614,0.586378812789917,0.15253575146198273
107,0,0,1.6311115026474,0.1110585480928421,0.07789058983325958
107,0,1,1.6248167753219604,0.045389324426651,0.0726659744977951
112,0,0,0.6413741707801819,0.6718913316726685,0.037987515330314636
112,0,1,0.7113841772079468,0.22752350568771362,0.06932959705591202
113,1,0,1.3357032537460327,0.06301293522119522,0.0745781809091568
113,1,1,1.0814968347549438,0.1335245966911316,0.07162444293498993
